point_idx,row,col,x,y,z
2773,17,53,464.71,223.75,1790.0
2774,17,54,447.25,223.62,1789.0
2775,17,55,436.29,226.87,1815.0
2776,17,56,402.46,218.0,1744.0
2777,17,57,377.73,213.5,1708.0
2778,17,58,359.82,212.62,1701.0
2779,17,59,356.59,220.75,1766.0
2780,17,60,338.46,220.0,1760.0
2781,17,61,358.07,245.0,1960.0
2782,17,62,317.07,229.0,1832.0
2783,17,63,274.45,209.87,1679.0
2784,17,64,263.07,213.75,1710.0
2785,17,65,262.93,227.87,1823.0
2786,17,66,238.53,221.5,1772.0
2787,17,67,214.0,214.0,1712.0
2788,17,68,206.19,223.37,1787.0
2789,17,69,187.95,222.12,1777.0
2790,17,70,180.96,235.25,1882.0
2791,17,71,136.9,197.75,1582.0
2792,17,72,145.69,236.75,1894.0
2793,17,73,121.49,225.62,1805.0
2794,17,74,110.82,240.12,1921.0
2795,17,75,85.43,222.12,1777.0
2796,17,76,69.61,226.25,1810.0
2797,17,77,51.37,222.62,1781.0
2798,17,78,33.3,216.5,1732.0
2799,17,79,17.63,229.25,1834.0
2800,17,80,0.0,223.0,1784.0
2801,17,81,-17.47,227.12,1817.0
2802,17,82,-32.17,209.12,1673.0
2803,17,83,-53.01,229.75,1838.0
2804,17,84,-68.69,223.25,1786.0
2805,17,85,-87.78,228.25,1826.0
2806,17,86,-105.34,228.25,1826.0
2807,17,87,-123.03,228.5,1828.0
2808,17,88,-142.0,230.75,1846.0
2809,17,89,-145.9,210.75,1686.0
2810,17,90,-165.96,215.75,1726.0
2811,17,91,-189.22,223.62,1789.0
2812,17,92,-196.96,213.37,1707.0
2813,17,93,-222.87,222.87,1783.0
2814,17,94,-260.48,241.87,1935.0
2815,17,95,-258.75,224.25,1794.0
2816,17,96,-291.07,236.5,1892.0
2817,17,97,-316.62,242.12,1937.0
2818,17,98,-324.34,234.25,1874.0
2819,17,99,-303.81,207.87,1663.0
2820,17,100,-348.26,226.37,1811.0
2821,17,101,-368.3,228.0,1824.0
2822,17,102,-381.4,225.37,1803.0
2823,17,103,-389.0,219.87,1759.0
2824,17,104,-388.84,210.62,1685.0
2825,17,105,-473.79,246.37,1971.0
2826,17,106,-460.25,230.12,1841.0
2827,17,107,-477.17,229.75,1838.0
2828,17,108,-492.69,228.75,1830.0
2829,17,109,-539.28,241.75,1934.0
2830,17,110,-526.73,228.25,1826.0
2831,17,111,-618.5,259.37,2075.0
2832,17,112,-596.61,242.37,1939.0
2833,17,113,-619.38,244.0,1952.0
2834,17,114,-640.11,244.75,1958.0
2835,17,115,-645.81,239.87,1919.0
2836,17,116,-670.84,242.25,1938.0
2837,17,117,-668.84,235.0,1880.0
2838,17,118,-706.28,241.62,1933.0
2839,17,119,-714.0,238.0,1904.0
2840,17,120,-782.69,254.37,2035.0
2841,17,121,-737.21,233.75,1870.0
2842,17,122,-822.23,254.5,2036.0
2843,17,123,-811.62,245.37,1963.0
2844,17,124,-804.26,237.62,1901.0
2845,17,125,-835.09,241.25,1930.0
2846,17,126,-870.46,246.0,1968.0
2847,17,127,-858.65,237.5,1900.0
2848,17,128,-877.38,237.62,1901.0
2849,17,129,-941.36,249.75,1998.0
2850,17,130,-944.71,245.62,1965.0
2851,17,131,-1011.66,257.87,2063.0
2852,17,132,-1013.5,253.37,2027.0
2853,17,133,-964.7,236.62,1893.0
2854,17,134,-1044.69,251.5,2012.0
2855,17,135,-987.88,233.5,1868.0
2856,17,136,-1073.69,249.25,1994.0
2857,17,137,-1067.65,243.5,1948.0
2858,17,138,-1088.05,243.87,1951.0
2859,17,139,-1165.25,256.75,2054.0
2860,17,140,-1061.53,230.0,1840.0
2861,17,141,-1141.99,243.37,1947.0
2862,17,142,-1145.8,240.25,1922.0
2863,17,143,-1218.2,251.37,2011.0
2864,17,144,-1172.3,238.12,1905.0
2865,17,145,-1224.37,244.87,1959.0
2866,17,146,-1131.51,222.87,1783.0
2867,17,147,-1189.89,230.87,1847.0
2868,17,148,-1328.61,254.0,2032.0
2869,17,149,-1283.13,241.75,1934.0
2870,17,150,-1282.21,238.12,1905.0
2871,17,151,-1385.86,253.75,2030.0
2872,17,152,-1379.76,249.12,1993.0
2873,17,153,-1371.55,244.25,1954.0
2874,17,154,-1338.4,235.12,1881.0
2875,17,155,-1335.57,231.5,1852.0
2876,17,156,156.0,17.0,65300.0
2877,17,157,157.0,17.0,65300.0
2878,17,158,158.0,17.0,65300.0
2879,17,159,159.0,17.0,65300.0
2880,18,0,1442.3,216.34,1875.0
2881,18,1,1357.43,206.19,1787.0
2882,18,2,1460.25,224.65,1947.0
2883,18,3,1430.42,222.92,1932.0
2884,18,4,4.0,18.0,65300.0
2885,18,5,5.0,18.0,65300.0
2886,18,6,1366.15,221.53,1920.0
2887,18,7,1218.53,200.3,1736.0
2888,18,8,8.0,18.0,65300.0
2889,18,9,1275.26,215.53,1868.0
2890,18,10,1255.28,215.19,1865.0
2891,18,11,1222.09,212.53,1842.0
2892,18,12,1144.23,201.92,1750.0
2893,18,13,1208.57,216.46,1876.0
2894,18,14,1139.76,207.23,1796.0
2895,18,15,1189.37,219.57,1903.0
2896,18,16,1233.23,231.23,2004.0
2897,18,17,1194.57,227.53,1972.0
2898,18,18,1208.4,233.88,2027.0
2899,18,19,1129.67,222.23,1926.0
2900,18,20,1025.19,205.03,1777.0
2901,18,21,976.33,198.57,1721.0
2902,18,22,951.98,196.96,1707.0
2903,18,23,1010.1,212.65,1843.0
2904,18,24,1053.76,225.8,1957.0
2905,18,25,1061.39,231.57,2007.0
2906,18,26,1009.9,224.42,1945.0
2907,18,27,945.33,214.03,1855.0
2908,18,28,900.5,207.8,1801.0
2909,18,29,963.6,226.73,1965.0
2910,18,30,893.75,214.5,1859.0
2911,18,31,924.87,226.5,1963.0
2912,18,32,912.46,228.11,1977.0
2913,18,33,835.15,213.23,1848.0
2914,18,34,843.92,220.15,1908.0
2915,18,35,813.89,217.03,1881.0
2916,18,36,797.92,217.61,1886.0
2917,18,37,765.73,213.69,1852.0
2918,18,38,781.84,223.38,1936.0
2919,18,39,762.04,223.03,1933.0
2920,18,40,698.46,209.53,1816.0
2921,18,41,718.5,221.07,1916.0
2922,18,42,702.63,221.88,1923.0
2923,18,43,621.88,201.69,1748.0
2924,18,44,673.26,224.42,1945.0
2925,18,45,619.56,212.42,1841.0
2926,18,46,621.48,219.34,1901.0
2927,18,47,580.67,211.15,1830.0
2928,18,48,561.53,210.57,1825.0
2929,18,49,497.49,192.57,1669.0
2930,18,50,564.8,225.92,1958.0
2931,18,51,476.82,197.3,1710.0
2932,18,52,487.57,208.96,1811.0
2933,18,53,481.58,214.03,1855.0
2934,18,54,449.0,207.23,1796.0
2935,18,55,401.2,192.57,1669.0
2936,18,56,408.92,204.46,1772.0
2937,18,57,408.47,213.11,1847.0
2938,18,58,369.76,201.69,1748.0
2939,18,59,341.25,195.0,1690.0
2940,18,60,324.03,194.42,1685.0
2941,18,61,336.88,212.76,1844.0
2942,18,62,319.32,212.88,1845.0
2943,18,63,290.79,205.26,1779.0
2944,18,64,274.92,206.19,1787.0
2945,18,65,254.13,203.3,1762.0
2946,18,66,241.09,206.65,1791.0
2947,18,67,227.37,209.88,1819.0
2948,18,68,214.26,214.26,1857.0
2949,18,69,191.23,208.61,1808.0
2950,18,70,174.71,209.65,1817.0
2951,18,71,157.06,209.42,1815.0
2952,18,72,141.53,212.3,1840.0
2953,18,73,120.41,206.42,1789.0
2954,18,74,109.03,218.07,1890.0
2955,18,75,90.24,216.57,1877.0
2956,18,76,68.61,205.84,1784.0
2957,18,77,53.68,214.73,1861.0
2958,18,78,34.65,207.92,1802.0
2959,18,79,17.51,210.23,1822.0
2960,18,80,0.0,206.19,1787.0
2961,18,81,-15.68,188.19,1631.0
2962,18,82,-34.61,207.69,1800.0
2963,18,83,-51.8,207.23,1796.0
2964,18,84,-68.53,205.61,1782.0
2965,18,85,-87.3,209.53,1816.0
2966,18,86,-108.4,216.8,1879.0
2967,18,87,-125.32,214.84,1862.0
2968,18,88,-142.92,214.38,1858.0
2969,18,89,-161.91,215.88,1871.0
2970,18,90,-175.57,210.69,1826.0
2971,18,91,-177.69,193.84,1680.0
2972,18,92,-201.0,201.0,1742.0
2973,18,93,-224.12,206.88,1793.0
2974,18,94,-237.19,203.3,1762.0
2975,18,95,-235.81,188.65,1635.0
2976,18,96,-269.07,201.8,1749.0
2977,18,97,-291.94,206.07,1786.0
2978,18,98,-304.09,202.73,1757.0
2979,18,99,-342.73,216.46,1876.0
2980,18,100,-342.5,205.5,1781.0
2981,18,101,-381.83,218.19,1891.0
2982,18,102,-410.17,223.73,1939.0
2983,18,103,-397.41,207.34,1797.0
2984,18,104,-388.38,194.19,1683.0
2985,18,105,-451.92,216.92,1880.0
2986,18,106,-487.5,225.0,1950.0
2987,18,107,-486.0,216.0,1872.0
2988,18,108,-517.19,221.65,1921.0
2989,18,109,-535.1,221.42,1919.0
2990,18,110,-547.5,219.0,1898.0
2991,18,111,-584.82,226.38,1962.0
2992,18,112,-582.76,218.53,1894.0
2993,18,113,-615.89,223.96,1941.0
2994,18,114,-613.63,216.57,1877.0
2995,18,115,-664.32,227.76,1974.0
2996,18,116,-684.34,228.11,1977.0
2997,18,117,-726.12,235.5,2041.0
2998,18,118,-685.09,216.34,1875.0
2999,18,119,-718.12,220.96,1915.0
3000,18,120,-691.53,207.46,1798.0
3001,18,121,-764.8,223.84,1940.0
3002,18,122,-779.01,222.57,1929.0
3003,18,123,-794.67,221.76,1922.0
3004,18,124,-807.23,220.15,1908.0
3005,18,125,-836.82,223.15,1934.0
3006,18,126,-893.46,233.07,2020.0
3007,18,127,-887.57,226.61,1964.0
3008,18,128,-878.3,219.57,1903.0
3009,18,129,-939.48,230.07,1994.0
3010,18,130,-906.73,217.61,1886.0
3011,18,131,-996.46,234.46,2032.0
3012,18,132,-999.0,230.53,1998.0
3013,18,133,-985.59,223.15,1934.0
3014,18,134,-1038.46,230.76,2000.0
3015,18,135,-998.46,217.84,1888.0
3016,18,136,-1081.76,231.8,2009.0
3017,18,137,-979.96,206.3,1788.0
3018,18,138,-1127.09,233.19,2021.0
3019,18,139,-1150.5,234.0,2028.0
3020,18,140,-1157.88,231.57,2007.0
3021,18,141,-1177.18,231.57,2007.0
3022,18,142,-1160.71,224.65,1947.0
3023,18,143,-1156.41,220.26,1909.0
3024,18,144,-1190.76,223.26,1935.0
3025,18,145,-1281.87,236.65,2051.0
3026,18,146,-1282.55,233.19,2021.0
3027,18,147,-1244.65,222.92,1932.0
3028,18,148,-1273.03,224.65,1947.0
3029,18,149,-1218.77,211.96,1837.0
3030,18,150,-1248.55,214.03,1855.0
3031,18,151,-1367.43,231.11,2003.0
3032,18,152,-1270.38,211.73,1835.0
3033,18,153,-1375.06,226.03,1959.0
3034,18,154,-1442.28,233.88,2027.0
3035,18,155,155.0,18.0,65300.0
3036,18,156,156.0,18.0,65300.0
3037,18,157,157.0,18.0,65300.0
3038,18,158,158.0,18.0,65300.0
3039,18,159,159.0,18.0,65300.0
3040,19,0,0.0,19.0,65300.0
3041,19,1,1430.35,199.16,1883.0
3042,19,2,2.0,19.0,65300.0
3043,19,3,3.0,19.0,65300.0
3044,19,4,4.0,19.0,65300.0
3045,19,5,5.0,19.0,65300.0
3046,19,6,6.0,19.0,65300.0
3047,19,7,7.0,19.0,65300.0
3048,19,8,8.0,19.0,65300.0
3049,19,9,1168.76,181.07,1712.0
3050,19,10,1272.11,199.9,1890.0
3051,19,11,1285.12,204.87,1937.0
3052,19,12,1138.34,184.14,1741.0
3053,19,13,1235.63,202.86,1918.0
3054,19,14,1235.59,205.93,1947.0
3055,19,15,1140.0,192.92,1824.0
3056,19,16,1185.23,203.71,1926.0
3057,19,17,1081.9,188.9,1786.0
3058,19,18,1197.07,212.38,2008.0
3059,19,19,1134.36,204.55,1934.0
3060,19,20,1067.3,195.67,1850.0
3061,19,21,1023.99,190.91,1805.0
3062,19,22,977.63,185.41,1753.0
3063,19,23,1053.95,203.39,1923.0
3064,19,24,1049.46,206.14,1949.0
3065,19,25,978.89,195.77,1851.0
3066,19,26,1037.42,211.32,1998.0
3067,19,27,1025.85,212.91,2013.0
3068,19,28,998.5,211.22,1997.0
3069,19,29,898.87,193.87,1833.0
3070,19,30,931.73,204.98,1938.0
3071,19,31,834.88,187.42,1772.0
3072,19,32,819.69,187.84,1776.0
3073,19,33,911.07,213.23,2016.0
3074,19,34,894.78,213.97,2023.0
3075,19,35,837.69,204.76,1936.0
3076,19,36,852.5,213.12,2015.0
3077,19,37,816.58,208.89,1975.0
3078,19,38,819.4,214.6,2029.0
3079,19,39,785.7,210.79,1993.0
3080,19,40,748.84,205.93,1947.0
3081,19,41,763.5,215.34,2036.0
3082,19,42,655.5,189.75,1794.0
3083,19,43,586.66,174.41,1649.0
3084,19,44,645.57,197.25,1865.0
3085,19,45,617.54,194.08,1835.0
3086,19,46,583.55,188.79,1785.0
3087,19,47,580.35,193.45,1829.0
3088,19,48,487.38,167.53,1584.0
3089,19,49,569.92,202.23,1912.0
3090,19,50,548.36,201.06,1901.0
3091,19,51,505.82,191.86,1814.0
3092,19,52,448.53,176.21,1666.0
3093,19,53,438.49,178.64,1689.0
3094,19,54,456.25,193.02,1825.0
3095,19,55,434.13,191.01,1806.0
3096,19,56,410.76,188.26,1780.0
3097,19,57,398.07,190.38,1800.0
3098,19,58,390.5,195.25,1846.0
3099,19,59,363.05,190.17,1798.0
3100,19,60,343.07,188.69,1784.0
3101,19,61,312.22,180.75,1709.0
3102,19,62,322.61,197.15,1864.0
3103,19,63,295.21,191.01,1806.0
3104,19,64,280.76,193.02,1825.0
3105,19,65,269.42,197.57,1868.0
3106,19,66,235.84,185.3,1752.0
3107,19,67,214.5,181.5,1716.0
3108,19,68,192.23,176.21,1666.0
3109,19,69,208.57,208.57,1972.0
3110,19,70,176.73,194.4,1838.0
3111,19,71,134.82,164.78,1558.0
3112,19,72,132.38,182.02,1721.0
3113,19,73,125.93,197.89,1871.0
3114,19,74,103.67,190.06,1797.0
3115,19,75,87.11,191.65,1812.0
3116,19,76,70.46,193.76,1832.0
3117,19,77,52.9,193.98,1834.0
3118,19,78,31.84,175.15,1656.0
3119,19,79,17.66,194.29,1837.0
3120,19,80,0.0,190.91,1805.0
3121,19,81,-18.6,204.66,1935.0
3122,19,82,-35.42,194.82,1842.0
3123,19,83,-54.28,199.05,1882.0
3124,19,84,-69.42,190.91,1805.0
3125,19,85,-85.57,188.26,1780.0
3126,19,86,-96.34,176.63,1670.0
3127,19,87,-113.95,179.06,1693.0
3128,19,88,-140.23,192.81,1823.0
3129,19,89,-162.86,199.05,1882.0
3130,19,90,-177.88,195.67,1850.0
3131,19,91,-191.97,191.97,1815.0
3132,19,92,-210.92,193.34,1828.0
3133,19,93,-227.75,192.71,1822.0
3134,19,94,-236.51,185.83,1757.0
3135,19,95,-279.37,204.87,1937.0
3136,19,96,-273.23,187.84,1776.0
3137,19,97,-295.53,191.23,1808.0
3138,19,98,-313.61,191.65,1812.0
3139,19,99,-325.19,188.26,1780.0
3140,19,100,-322.5,177.37,1677.0
3141,19,101,-353.56,185.2,1751.0
3142,19,102,-412.28,206.14,1949.0
3143,19,103,-374.19,178.96,1692.0
3144,19,104,-426.23,195.35,1847.0
3145,19,105,-444.71,195.67,1850.0
3146,19,106,-473.0,200.11,1892.0
3147,19,107,-454.84,185.3,1752.0
3148,19,108,-530.11,208.25,1969.0
3149,19,109,-535.66,203.18,1921.0
3150,19,110,-551.82,202.33,1913.0
3151,19,111,-579.16,205.5,1943.0
3152,19,112,-622.46,213.97,2023.0
3153,19,113,-610.5,203.5,1924.0
3154,19,114,-591.73,191.44,1810.0
3155,19,115,-661.63,207.94,1966.0
3156,19,116,-644.53,196.94,1862.0
3157,19,117,-692.32,205.82,1946.0
3158,19,118,-696.05,201.49,1905.0
3159,19,119,-725.62,204.66,1935.0
3160,19,120,-730.38,200.85,1899.0
3161,19,121,-736.42,197.57,1868.0
3162,19,122,-812.13,212.7,2011.0
3163,19,123,-794.67,203.28,1922.0
3164,19,124,-808.07,202.01,1910.0
3165,19,125,-870.57,212.8,2012.0
3166,19,126,-857.19,204.98,1938.0
3167,19,127,-907.0,212.27,2007.0
3168,19,128,-937.38,214.81,2031.0
3169,19,129,-931.0,209.0,1976.0
3170,19,130,-951.44,209.31,1979.0
3171,19,131,-992.53,214.07,2024.0
3172,19,132,-1006.5,212.91,2013.0
3173,19,133,-1032.48,214.28,2026.0
3174,19,134,-948.11,193.13,1826.0
3175,19,135,-1083.07,216.61,2048.0
3176,19,136,-1042.46,204.76,1936.0
3177,19,137,-1110.4,214.28,2026.0
3178,19,138,-1004.96,190.59,1802.0
3179,19,139,-1043.27,194.5,1839.0
3180,19,140,-1071.34,196.41,1857.0
3181,19,141,-1174.83,211.85,2003.0
3182,19,142,-1156.53,205.19,1940.0
3183,19,143,-1104.31,192.81,1823.0
3184,19,144,-1110.76,190.91,1805.0
3185,19,145,-1241.87,210.16,1987.0
3186,19,146,-1224.17,204.02,1929.0
3187,19,147,-1287.17,211.32,1998.0
3188,19,148,-1285.46,207.94,1966.0
3189,19,149,-1295.74,206.56,1953.0
3190,19,150,-1196.73,188.05,1778.0
3191,19,151,-1284.82,199.05,1882.0
3192,19,152,-1372.15,209.63,1982.0
3193,19,153,-1450.17,218.51,2066.0
3194,19,154,-1223.13,181.81,1719.0
3195,19,155,155.0,19.0,65300.0
3196,19,156,-1405.26,203.39,1923.0
3197,19,157,157.0,19.0,65300.0
3198,19,158,158.0,19.0,65300.0
3199,19,159,159.0,19.0,65300.0
3200,20,0,0.0,20.0,65300.0
3201,20,1,1.0,20.0,65300.0
3202,20,2,2.0,20.0,65300.0
3203,20,3,3.0,20.0,65300.0
3204,20,4,4.0,20.0,65300.0
3205,20,5,5.0,20.0,65300.0
3206,20,6,6.0,20.0,65300.0
3207,20,7,7.0,20.0,65300.0
3208,20,8,8.0,20.0,65300.0
3209,20,9,9.0,20.0,65300.0
3210,20,10,1191.34,170.19,1770.0
3211,20,11,1180.29,171.05,1779.0
3212,20,12,1239.03,182.21,1895.0
3213,20,13,1224.03,182.69,1900.0
3214,20,14,1164.51,176.44,1835.0
3215,20,15,1135.62,174.71,1817.0
3216,20,16,1188.3,185.67,1931.0
3217,20,17,1111.58,176.44,1835.0
3218,20,18,1163.09,187.59,1951.0
3219,20,19,1164.86,190.96,1986.0
3220,20,20,1088.65,181.44,1887.0
3221,20,21,970.09,164.42,1710.0
3222,20,22,967.03,166.73,1734.0
3223,20,23,1012.84,177.69,1848.0
3224,20,24,998.3,178.26,1854.0
3225,20,25,954.56,173.55,1805.0
3226,20,26,951.75,176.25,1833.0
3227,20,27,958.07,180.76,1880.0
3228,20,28,1006.0,193.46,2012.0
3229,20,29,871.41,170.86,1777.0
3230,20,30,946.63,189.32,1969.0
3231,20,31,928.64,189.51,1971.0
3232,20,32,916.61,190.96,1986.0
3233,20,33,865.43,184.13,1915.0
3234,20,34,845.69,183.84,1912.0
3235,20,35,813.46,180.76,1880.0
3236,20,36,782.26,177.78,1849.0
3237,20,37,768.62,178.75,1859.0
3238,20,38,819.0,195.0,2028.0
3239,20,39,749.43,182.78,1901.0
3240,20,40,710.76,177.69,1848.0
3241,20,41,707.25,181.34,1886.0
3242,20,42,682.9,179.71,1869.0
3243,20,43,642.16,173.55,1805.0
3244,20,44,629.3,174.8,1818.0
3245,20,45,622.93,177.98,1851.0
3246,20,46,603.17,177.4,1845.0
3247,20,47,561.95,170.28,1771.0
3248,20,48,582.76,182.11,1894.0
3249,20,49,474.24,152.98,1591.0
3250,20,50,505.38,168.46,1752.0
3251,20,51,483.79,166.82,1735.0
3252,20,52,468.19,167.21,1739.0
3253,20,53,449.39,166.44,1731.0
3254,20,54,450.0,173.07,1800.0
3255,20,55,422.59,169.03,1758.0
3256,20,56,402.46,167.69,1744.0
3257,20,57,389.0,169.13,1759.0
3258,20,58,391.76,178.07,1852.0
3259,20,59,339.23,161.53,1680.0
3260,20,60,337.3,168.65,1754.0
3261,20,61,308.2,162.21,1687.0
3262,20,62,292.32,162.4,1689.0
3263,20,63,280.0,164.71,1713.0
3264,20,64,260.3,162.69,1692.0
3265,20,65,266.68,177.78,1849.0
3266,20,66,244.46,174.61,1816.0
3267,20,67,219.87,169.13,1759.0
3268,20,68,204.0,170.0,1768.0
3269,20,69,184.03,167.3,1740.0
3270,20,70,174.51,174.51,1815.0
3271,20,71,155.33,172.59,1795.0
3272,20,72,143.46,179.32,1865.0
3273,20,73,130.77,186.82,1943.0
3274,20,74,104.19,173.65,1806.0
3275,20,75,82.25,164.51,1711.0
3276,20,76,68.92,172.3,1792.0
3277,20,77,51.25,170.86,1777.0
3278,20,78,32.51,162.59,1691.0
3279,20,79,16.21,162.11,1686.0
3280,20,80,0.0,166.63,1733.0
3281,20,81,-17.1,171.05,1779.0
3282,20,82,-35.26,176.34,1834.0
3283,20,83,-51.54,171.82,1787.0
3284,20,84,-69.61,174.03,1810.0
3285,20,85,-88.31,176.63,1837.0
3286,20,86,-105.46,175.76,1828.0
3287,20,87,-114.89,164.13,1707.0
3288,20,88,-133.46,166.82,1735.0
3289,20,89,-156.28,173.65,1806.0
3290,20,90,-172.59,172.59,1795.0
3291,20,91,-195.25,177.5,1846.0
3292,20,92,-193.96,161.63,1681.0
3293,20,93,-210.12,161.63,1681.0
3294,20,94,-258.46,184.61,1920.0
3295,20,95,-259.61,173.07,1800.0
3296,20,96,-274.61,171.63,1785.0
3297,20,97,-314.0,184.71,1921.0
3298,20,98,-309.8,172.11,1790.0
3299,20,99,-348.57,183.46,1908.0
3300,20,100,-358.46,179.23,1864.0
3301,20,101,-380.42,181.15,1884.0
3302,20,102,-369.55,167.98,1747.0
3303,20,103,-402.05,174.8,1818.0
3304,20,104,-413.3,172.21,1791.0
3305,20,105,-463.46,185.38,1928.0
3306,20,106,-465.5,179.03,1862.0
3307,20,107,-476.65,176.53,1836.0
3308,20,108,-495.38,176.92,1840.0
3309,20,109,-501.08,172.78,1797.0
3310,20,110,-547.5,182.5,1898.0
3311,20,111,-586.61,189.23,1968.0
3312,20,112,-599.38,187.3,1948.0
3313,20,113,-595.58,180.48,1877.0
3314,20,114,-630.96,185.57,1930.0
3315,20,115,-651.53,186.15,1936.0
3316,20,116,-656.3,182.3,1896.0
3317,20,117,-690.9,186.73,1942.0
3318,20,118,-706.28,185.86,1933.0
3319,20,119,-757.12,194.13,2019.0
3320,20,120,-723.46,180.86,1881.0
3321,20,121,-818.42,199.61,2076.0
3322,20,122,-745.9,177.59,1847.0
3323,20,123,-781.02,181.63,1889.0
3324,20,124,-847.84,192.69,2004.0
3325,20,125,-826.44,183.65,1910.0
3326,20,126,-886.82,192.78,2005.0
3327,20,127,-904.75,192.5,2002.0
3328,20,128,-919.84,191.63,1993.0
3329,20,129,-938.53,191.53,1992.0
3330,20,130,-942.3,188.46,1960.0
3331,20,131,-1004.3,196.92,2048.0
3332,20,132,-973.0,187.11,1946.0
3333,20,133,-988.65,186.53,1940.0
3334,20,134,-972.51,180.09,1873.0
3335,20,135,-1057.69,192.3,2000.0
3336,20,136,-1075.84,192.11,1998.0
3337,20,137,-1099.99,192.98,2007.0
3338,20,138,-1085.26,187.11,1946.0
3339,20,139,-1092.06,185.09,1925.0
3340,20,140,-1153.84,192.3,2000.0
3341,20,141,-1132.01,185.57,1930.0
3342,20,142,-1152.96,185.96,1934.0
3343,20,143,-1201.24,190.67,1983.0
3344,20,144,-1179.69,184.32,1917.0
3345,20,145,-1240.62,190.86,1985.0
3346,20,146,-1231.78,186.63,1941.0
3347,20,147,-1294.9,193.26,2010.0
3348,20,148,-1295.92,190.57,1982.0
3349,20,149,-1174.99,170.28,1771.0
3350,20,150,-1316.53,188.07,1956.0
3351,20,151,-1278.68,180.09,1873.0
3352,20,152,-1338.92,185.96,1934.0
3353,20,153,-1336.46,183.07,1904.0
3354,20,154,-1349.78,182.4,1897.0
3355,20,155,155.0,20.0,65300.0
3356,20,156,156.0,20.0,65300.0
3357,20,157,157.0,20.0,65300.0
3358,20,158,158.0,20.0,65300.0
3359,20,159,159.0,20.0,65300.0
3360,21,0,0.0,21.0,65300.0
3361,21,1,1.0,21.0,65300.0
3362,21,2,2.0,21.0,65300.0
3363,21,3,3.0,21.0,65300.0
3364,21,4,4.0,21.0,65300.0
3365,21,5,5.0,21.0,65300.0
3366,21,6,6.0,21.0,65300.0
3367,21,7,7.0,21.0,65300.0
3368,21,8,8.0,21.0,65300.0
3369,21,9,9.0,21.0,65300.0
3370,21,10,1196.73,153.86,1778.0
3371,21,11,1180.96,154.03,1780.0
3372,21,12,1310.3,173.42,2004.0
3373,21,13,1132.55,152.13,1758.0
3374,21,14,1239.4,169.0,1953.0
3375,21,15,1190.62,164.85,1905.0
3376,21,16,1248.61,175.58,2029.0
3377,21,17,1095.23,156.46,1808.0
3378,21,18,1087.98,157.93,1825.0
3379,21,19,1136.12,167.62,1937.0
3380,21,20,1110.57,166.58,1925.0
3381,21,21,992.22,151.35,1749.0
3382,21,22,1032.28,160.18,1851.0
3383,21,23,1010.65,159.57,1844.0
3384,21,24,1080.15,173.59,2006.0
3385,21,25,991.58,162.25,1875.0
3386,21,26,1017.69,169.61,1960.0
3387,21,27,921.89,156.54,1809.0
3388,21,28,940.0,162.69,1880.0
3389,21,29,923.88,163.03,1884.0
3390,21,30,911.05,163.99,1895.0
3391,21,31,860.32,158.01,1826.0
3392,21,32,875.07,164.07,1896.0
3393,21,33,865.88,165.8,1916.0
3394,21,34,846.13,165.54,1913.0
3395,21,35,816.92,163.38,1888.0
3396,21,36,806.8,165.02,1907.0
3397,21,37,750.84,157.15,1816.0
3398,21,38,718.84,154.03,1780.0
3399,21,39,759.28,166.67,1926.0
3400,21,40,746.53,167.97,1941.0
3401,21,41,720.0,166.15,1920.0
3402,21,42,704.09,166.75,1927.0
3403,21,43,631.13,153.51,1774.0
3404,21,44,627.23,156.8,1812.0
3405,21,45,635.04,163.29,1887.0
3406,21,46,627.69,166.15,1920.0
3407,21,47,589.24,160.7,1857.0
3408,21,48,579.07,162.86,1882.0
3409,21,49,525.5,152.56,1763.0
3410,21,50,575.76,172.73,1996.0
3411,21,51,462.88,143.65,1660.0
3412,21,52,525.8,169.0,1953.0
3413,21,53,449.13,149.71,1730.0
3414,21,54,436.75,151.18,1747.0
3415,21,55,437.74,157.58,1821.0
3416,21,56,412.38,154.64,1787.0
3417,21,57,425.5,166.5,1924.0
3418,21,58,388.38,158.88,1836.0
3419,21,59,362.65,155.42,1796.0
3420,21,60,356.53,160.44,1854.0
3421,21,61,337.61,159.92,1848.0
3422,21,62,323.65,161.82,1870.0
3423,21,63,288.83,152.91,1767.0
3424,21,64,285.23,160.44,1854.0
3425,21,65,268.55,161.13,1862.0
3426,21,66,238.53,153.34,1772.0
3427,21,67,211.87,146.68,1695.0
3428,21,68,194.53,145.9,1686.0
3429,21,69,178.43,145.99,1687.0
3430,21,70,172.59,155.33,1795.0
3431,21,71,154.47,154.47,1785.0
3432,21,72,138.92,156.28,1806.0
3433,21,73,116.17,149.36,1726.0
3434,21,74,109.78,164.68,1903.0
3435,21,75,84.37,151.87,1755.0
3436,21,76,67.88,152.74,1765.0
3437,21,77,54.57,163.73,1892.0
3438,21,78,34.44,154.99,1791.0
3439,21,79,16.94,152.48,1762.0
3440,21,80,0.0,145.81,1685.0
3441,21,81,-18.05,162.51,1878.0
3442,21,82,-36.19,162.86,1882.0
3443,21,83,-48.2,144.6,1671.0
3444,21,84,-66.76,150.23,1736.0
3445,21,85,-87.01,156.63,1810.0
3446,21,86,-108.23,162.34,1876.0
3447,21,87,-115.09,147.98,1710.0
3448,21,88,-138.84,156.2,1805.0
