point_idx,row,col,x,y,z
4341,27,21,1038.74,52.81,1831.0
4342,27,22,22.0,27.0,65300.0
4343,27,23,932.82,49.09,1702.0
4344,27,24,1043.53,55.9,1938.0
4345,27,25,1045.52,57.02,1977.0
4346,27,26,953.82,52.99,1837.0
4347,27,27,1001.9,56.71,1966.0
4348,27,28,990.5,57.14,1981.0
4349,27,29,877.78,51.63,1790.0
4350,27,30,975.96,58.55,2030.0
4351,27,31,885.76,54.23,1880.0
4352,27,32,829.84,51.86,1798.0
4353,27,33,904.75,57.75,2002.0
4354,27,34,886.38,57.8,2004.0
4355,27,35,834.23,55.61,1928.0
4356,27,36,790.73,53.91,1869.0
4357,27,37,835.6,58.29,2021.0
4358,27,38,786.28,56.16,1947.0
4359,27,39,763.23,55.84,1936.0
4360,27,40,724.61,54.34,1884.0
4361,27,41,709.87,54.6,1893.0
4362,27,42,733.69,57.92,2008.0
4363,27,43,609.07,49.38,1712.0
4364,27,44,625.5,52.12,1807.0
4365,27,45,609.8,52.26,1812.0
4366,27,46,594.01,52.41,1817.0
4367,27,47,592.73,53.88,1868.0
4368,27,48,570.46,53.48,1854.0
4369,27,49,546.97,52.93,1835.0
4370,27,50,569.13,56.91,1973.0
4371,27,51,527.29,54.54,1891.0
4372,27,52,490.8,52.58,1823.0
4373,27,53,503.91,55.99,1941.0
4374,27,54,469.5,54.17,1878.0
4375,27,55,393.26,47.19,1636.0
4376,27,56,406.38,50.79,1761.0
4377,27,57,373.08,48.66,1687.0
4378,27,58,352.21,48.02,1665.0
4379,27,59,407.68,58.24,2019.0
4380,27,60,351.92,52.78,1830.0
4381,27,61,333.77,52.7,1827.0
4382,27,62,330.92,55.15,1912.0
4383,27,63,262.35,46.29,1605.0
4384,27,64,260.15,48.77,1691.0
4385,27,65,236.97,47.39,1643.0
4386,27,66,226.96,48.63,1686.0
4387,27,67,205.37,47.39,1643.0
4388,27,68,209.53,52.38,1816.0
4389,27,69,189.32,51.63,1790.0
4390,27,70,179.8,53.94,1870.0
4391,27,71,154.55,51.51,1786.0
4392,27,72,141.07,52.9,1834.0
4393,27,73,126.13,54.05,1874.0
4394,27,74,101.82,50.91,1765.0
4395,27,75,83.99,50.39,1747.0
4396,27,76,66.03,49.52,1717.0
4397,27,77,51.92,51.92,1800.0
4398,27,78,33.57,50.36,1746.0
4399,27,79,17.35,52.06,1805.0
4400,27,80,0.0,55.44,1922.0
4401,27,81,-17.08,51.25,1777.0
4402,27,82,-35.26,52.9,1834.0
4403,27,83,-52.21,52.21,1810.0
4404,27,84,-66.26,49.7,1723.0
4405,27,85,-86.29,51.77,1795.0
4406,27,86,-102.98,51.49,1785.0
4407,27,87,-125.32,53.71,1862.0
4408,27,88,-135.23,50.71,1758.0
4409,27,89,-160.7,53.56,1857.0
4410,27,90,-168.94,50.68,1757.0
4411,27,91,-193.45,52.75,1829.0
4412,27,92,-204.34,51.08,1771.0
4413,27,93,-221.5,51.11,1772.0
4414,27,94,-248.9,53.33,1849.0
4415,27,95,-255.43,51.08,1771.0
4416,27,96,-269.69,50.56,1753.0
4417,27,97,-304.52,53.74,1863.0
4418,27,98,-313.61,52.26,1812.0
4419,27,99,-357.34,56.42,1956.0
4420,27,100,-342.11,51.31,1779.0
4421,27,101,-366.89,52.41,1817.0
4422,27,102,-384.36,52.41,1817.0
4423,27,103,-422.18,55.06,1909.0
4424,27,104,-435.92,54.49,1889.0
4425,27,105,-464.66,55.75,1933.0
4426,27,106,-473.75,54.66,1895.0
4427,27,107,-447.31,49.7,1723.0
4428,27,108,-474.65,50.85,1763.0
4429,27,109,-518.37,53.62,1859.0
4430,27,110,-542.01,54.2,1879.0
4431,27,111,-576.48,55.78,1934.0
4432,27,112,-596.0,55.87,1937.0
4433,27,113,-603.2,54.83,1901.0
4434,27,114,-661.03,58.32,2022.0
4435,27,115,-652.21,55.9,1938.0
4436,27,116,-643.5,53.62,1859.0
4437,27,117,-715.45,58.0,2011.0
4438,27,118,-688.38,54.34,1884.0
4439,27,119,-696.75,53.59,1858.0
4440,27,120,-736.92,55.26,1916.0
4441,27,121,-802.65,58.73,2036.0
4442,27,122,-782.25,55.87,1937.0
4443,27,123,-827.33,57.72,2001.0
4444,27,124,-810.19,55.24,1915.0
4445,27,125,-878.36,58.55,2030.0
4446,27,126,-877.53,57.23,1984.0
4447,27,127,-907.46,57.92,2008.0
4448,27,128,-846.92,52.93,1835.0
4449,27,129,-935.24,57.25,1985.0
4450,27,130,-942.78,56.56,1961.0
4451,27,131,-989.1,58.18,2017.0
4452,27,132,-1031.0,59.48,2062.0
4453,27,133,-1007.0,57.0,1976.0
4454,27,134,-941.88,52.32,1814.0
4455,27,135,-995.81,54.31,1883.0
4456,27,136,-1057.53,56.65,1964.0
4457,27,137,-1103.27,58.06,2013.0
4458,27,138,-1026.15,53.07,1840.0
4459,27,139,-1033.06,52.52,1821.0
4460,27,140,-1142.3,57.11,1980.0
4461,27,141,-1139.05,56.01,1942.0
4462,27,142,-1194.69,57.8,2004.0
4463,27,143,-1105.52,52.64,1825.0
4464,27,144,-1231.38,57.72,2001.0
4465,27,145,-1240.0,57.23,1984.0
4466,27,146,-1241.3,56.42,1956.0
4467,27,147,-1220.81,54.66,1895.0
4468,27,148,-1269.76,56.01,1942.0
4469,27,149,-1181.62,51.37,1781.0
4470,27,150,-1294.32,55.47,1923.0
4471,27,151,-1359.92,57.46,1992.0
4472,27,152,-1341.0,55.87,1937.0
4473,27,153,153.0,27.0,65300.0
4474,27,154,154.0,27.0,65300.0
4475,27,155,155.0,27.0,65300.0
4476,27,156,156.0,27.0,65300.0
4477,27,157,157.0,27.0,65300.0
4478,27,158,158.0,27.0,65300.0
4479,27,159,159.0,27.0,65300.0
4480,28,0,0.0,28.0,65300.0
4481,28,1,1374.9,34.8,1810.0
4482,28,2,1425.75,36.55,1901.0
4483,28,3,1428.2,37.09,1929.0
4484,28,4,1391.38,36.61,1904.0
4485,28,5,1359.37,36.25,1885.0
4486,28,6,1355.48,36.63,1905.0
4487,28,7,1361.73,37.3,1940.0
4488,28,8,1321.61,36.71,1909.0
4489,28,9,1310.76,36.92,1920.0
4490,28,10,1297.01,37.05,1927.0
4491,28,11,1147.78,33.26,1730.0
4492,28,12,1138.34,33.48,1741.0
4493,28,13,1178.29,35.17,1829.0
4494,28,14,1135.32,34.4,1789.0
4495,28,15,1124.37,34.59,1799.0
4496,28,16,1208.0,37.75,1963.0
4497,28,17,1173.98,37.26,1938.0
4498,28,18,1128.51,36.4,1893.0
4499,28,19,1024.68,33.59,1747.0
4500,28,20,1117.5,37.25,1937.0
4501,28,21,1099.44,37.26,1938.0
4502,28,22,1031.73,35.57,1850.0
4503,28,23,966.8,33.92,1764.0
4504,28,24,940.15,33.57,1746.0
4505,28,25,949.8,34.53,1796.0
4506,28,26,1003.15,37.15,1932.0
4507,28,27,958.07,36.15,1880.0
4508,28,28,920.0,35.38,1840.0
4509,28,29,904.75,35.48,1845.0
4510,28,30,974.03,38.96,2026.0
4511,28,31,931.94,38.03,1978.0
4512,28,32,938.3,39.09,2033.0
4513,28,33,898.87,38.25,1989.0
4514,28,34,891.69,38.76,2016.0
4515,28,35,809.13,35.96,1870.0
4516,28,36,794.11,36.09,1877.0
4517,28,37,754.56,35.09,1825.0
4518,28,38,802.03,38.19,1986.0
4519,28,39,787.67,38.42,1998.0
4520,28,40,753.84,37.69,1960.0
4521,28,41,708.0,36.3,1888.0
4522,28,42,713.23,37.53,1952.0
4523,28,43,613.34,33.15,1724.0
4524,28,44,606.11,33.67,1751.0
4525,28,45,558.31,31.9,1659.0
4526,28,46,578.98,34.05,1771.0
4527,28,47,577.5,35.0,1820.0
4528,28,48,557.53,34.84,1812.0
4529,28,49,542.79,35.01,1821.0
4530,28,50,533.07,35.53,1848.0
4531,28,51,545.98,37.65,1958.0
4532,28,52,531.19,37.94,1973.0
4533,28,53,468.86,34.73,1806.0
4534,28,54,497.75,38.28,1991.0
4535,28,55,375.0,30.0,1560.0
4536,28,56,423.23,35.26,1834.0
4537,28,57,352.29,30.63,1593.0
4538,28,58,376.32,34.21,1779.0
4539,28,59,358.0,34.09,1773.0
4540,28,60,353.84,35.38,1840.0
4541,28,61,340.17,35.8,1862.0
4542,28,62,316.55,35.17,1829.0
4543,28,63,257.77,30.32,1577.0
4544,28,64,238.61,29.82,1551.0
4545,28,65,259.9,34.65,1802.0
4546,28,66,244.59,34.94,1817.0
4547,28,67,234.87,36.13,1879.0
4548,28,68,207.0,34.5,1794.0
4549,28,69,194.82,35.42,1842.0
4550,28,70,162.59,32.51,1691.0
4551,28,71,154.64,34.36,1787.0
4552,28,72,134.38,33.59,1747.0
4553,28,73,126.26,36.07,1876.0
4554,28,74,104.82,34.94,1817.0
4555,28,75,81.1,32.44,1687.0
4556,28,76,72.11,36.05,1875.0
4557,28,77,52.47,34.98,1819.0
4558,28,78,32.75,32.75,1703.0
4559,28,79,17.47,34.94,1817.0
4560,28,80,0.0,35.55,1849.0
4561,28,81,-17.4,34.8,1810.0
4562,28,82,-35.25,35.25,1833.0
4563,28,83,-53.94,35.96,1870.0
4564,28,84,-71.8,35.9,1867.0
4565,28,85,-87.25,34.9,1815.0
4566,28,86,-110.19,36.73,1910.0
4567,28,87,-123.64,35.32,1837.0
4568,28,88,-145.76,36.44,1895.0
4569,28,89,-157.06,34.9,1815.0
4570,28,90,-184.9,36.98,1923.0
4571,28,91,-192.5,35.0,1820.0
4572,28,92,-203.19,33.86,1761.0
4573,28,93,-233.37,35.9,1867.0
4574,28,94,-238.0,34.0,1768.0
4575,28,95,-257.3,34.3,1784.0
4576,28,96,-269.84,33.73,1754.0
4577,28,97,-291.45,34.28,1783.0
4578,28,98,-308.76,34.3,1784.0
4579,28,99,-319.89,33.67,1751.0
4580,28,100,-319.23,31.92,1660.0
4581,28,101,-359.01,34.19,1778.0
4582,28,102,-392.61,35.69,1856.0
4583,28,103,-400.73,34.84,1812.0
4584,28,104,-407.07,33.92,1764.0
4585,28,105,-440.86,35.26,1834.0
4586,28,106,-476.5,36.65,1906.0
4587,28,107,-428.88,31.76,1652.0
4588,28,108,-480.3,34.3,1784.0
4589,28,109,-532.31,36.71,1909.0
4590,28,110,-572.3,38.15,1984.0
4591,28,111,-563.06,36.32,1889.0
4592,28,112,-588.3,36.76,1912.0
4593,28,113,-634.29,38.44,1999.0
4594,28,114,-606.44,35.67,1855.0
4595,28,115,-650.86,37.19,1934.0
4596,28,116,-662.88,36.82,1915.0
4597,28,117,-734.3,39.69,2064.0
4598,28,118,-733.69,38.61,2008.0
4599,28,119,-726.37,37.25,1937.0
4600,28,120,-732.3,36.61,1904.0
4601,28,121,-792.0,38.63,2009.0
4602,28,122,-782.25,37.25,1937.0
4603,28,123,-792.6,36.86,1917.0
4604,28,124,-839.38,38.15,1984.0
4605,28,125,-813.89,36.17,1881.0
4606,28,126,-874.0,38.0,1976.0
4607,28,127,-891.64,37.94,1973.0
4608,28,128,-909.23,37.88,1970.0
4609,28,129,-955.5,39.0,2028.0
4610,28,130,-906.25,36.25,1885.0
4611,28,131,-992.04,38.9,2023.0
4612,28,132,-1002.0,38.53,2004.0
4613,28,133,-927.5,35.0,1820.0
4614,28,134,-1042.61,38.61,2008.0
4615,28,135,-1036.0,37.67,1959.0
4616,28,136,-1081.76,38.63,2009.0
4617,28,137,-1110.4,38.96,2026.0
4618,28,138,-1071.32,36.94,1921.0
4619,28,139,-1086.96,36.84,1916.0
4620,28,140,-1198.84,39.96,2078.0
4621,28,141,-1212.37,39.75,2067.0
4622,28,142,-1190.51,38.4,1997.0
4623,28,143,-1207.29,38.32,1993.0
4624,28,144,-1233.84,38.55,2005.0
4625,28,145,-1209.37,37.21,1935.0
4626,28,146,-1283.19,38.88,2022.0
4627,28,147,-1236.92,36.92,1920.0
4628,28,148,-1223.34,35.98,1871.0
4629,28,149,-1163.04,33.71,1753.0
4630,28,150,-1310.48,37.44,1947.0
4631,28,151,-1209.04,34.05,1771.0
4632,28,152,-1269.0,35.25,1833.0
4633,28,153,-1358.22,37.21,1935.0
4634,28,154,154.0,28.0,65300.0
4635,28,155,-1392.54,37.13,1931.0
4636,28,156,-1439.61,37.88,1970.0
4637,28,157,157.0,28.0,65300.0
4638,28,158,158.0,28.0,65300.0
4639,28,159,159.0,28.0,65300.0
4640,29,0,0.0,29.0,65300.0
4641,29,1,1.0,29.0,65300.0
4642,29,2,2.0,29.0,65300.0
4643,29,3,3.0,29.0,65300.0
4644,29,4,4.0,29.0,65300.0
4645,29,5,5.0,29.0,65300.0
4646,29,6,6.0,29.0,65300.0
4647,29,7,7.0,29.0,65300.0
4648,29,8,8.0,29.0,65300.0
4649,29,9,9.0,29.0,65300.0
4650,29,10,10.0,29.0,65300.0
4651,29,11,11.0,29.0,65300.0
4652,29,12,12.0,29.0,65300.0
4653,29,13,13.0,29.0,65300.0
4654,29,14,14.0,29.0,65300.0
4655,29,15,1050.62,16.16,1681.0
4656,29,16,1203.69,18.8,1956.0
4657,29,17,1190.94,18.9,1966.0
4658,29,18,1242.38,20.03,2084.0
4659,29,19,1166.03,19.11,1988.0
4660,29,20,1067.88,17.79,1851.0
4661,29,21,1032.5,17.5,1820.0
4662,29,22,973.17,16.77,1745.0
4663,29,23,1098.34,19.26,2004.0
4664,29,24,841.07,15.01,1562.0
4665,29,25,924.42,16.8,1748.0
4666,29,26,1005.75,18.62,1937.0
4667,29,27,953.49,17.99,1871.0
4668,29,28,992.5,19.08,1985.0
4669,29,29,876.31,17.18,1787.0
4670,29,30,938.46,18.76,1952.0
4671,29,31,884.82,18.05,1878.0
4672,29,32,841.84,17.53,1824.0
4673,29,33,841.02,17.89,1861.0
4674,29,34,815.17,17.72,1843.0
4675,29,35,885.72,19.68,2047.0
4676,29,36,794.96,18.06,1879.0
4677,29,37,760.35,17.68,1839.0
4678,29,38,759.63,18.08,1881.0
4679,29,39,752.19,18.34,1908.0
4680,29,40,744.23,18.6,1935.0
4681,29,41,715.12,18.33,1907.0
4682,29,42,712.86,18.75,1951.0
4683,29,43,619.03,16.73,1740.0
4684,29,44,609.92,16.94,1762.0
4685,29,45,591.29,16.89,1757.0
4686,29,46,620.17,18.24,1897.0
4687,29,47,607.32,18.4,1914.0
4688,29,48,591.38,18.48,1922.0
4689,29,49,576.48,18.59,1934.0
4690,29,50,457.21,15.24,1585.0
4691,29,51,479.05,16.51,1718.0
4692,29,52,487.57,17.41,1811.0
4693,29,53,459.51,17.01,1770.0
4694,29,54,481.5,18.51,1926.0
4695,29,55,455.76,18.23,1896.0
4696,29,56,424.15,17.67,1838.0
4697,29,57,404.71,17.59,1830.0
4698,29,58,392.4,17.83,1855.0
4699,29,59,326.3,15.53,1616.0
4700,29,60,303.26,15.16,1577.0
4701,29,61,326.1,17.16,1785.0
4702,29,62,278.3,15.46,1608.0
4703,29,63,271.67,15.98,1662.0
4704,29,64,281.07,17.56,1827.0
4705,29,65,260.48,17.36,1806.0
4706,29,66,243.92,17.42,1812.0
4707,29,67,241.0,18.53,1928.0
4708,29,68,193.84,16.15,1680.0
4709,29,69,200.11,18.19,1892.0
4710,29,70,168.36,16.83,1751.0
4711,29,71,163.21,18.13,1886.0
4712,29,72,130.15,16.26,1692.0
4713,29,73,123.44,17.63,1834.0
4714,29,74,107.88,17.98,1870.0
4715,29,75,84.66,16.93,1761.0
4716,29,76,68.53,17.13,1782.0
4717,29,77,52.55,17.51,1822.0
4718,29,78,34.15,17.07,1776.0
4719,29,79,18.11,18.11,1884.0
4720,29,80,0.0,17.0,1769.0
4721,29,81,-16.55,16.55,1722.0
4722,29,82,-35.21,17.6,1831.0
4723,29,83,-51.14,17.04,1773.0
4724,29,84,-70.88,17.72,1843.0
4725,29,85,-85.72,17.14,1783.0
4726,29,86,-98.76,16.46,1712.0
4727,29,87,-111.66,15.95,1659.0
4728,29,88,-135.46,16.93,1761.0
4729,29,89,-156.2,17.35,1805.0
4730,29,90,-179.71,17.97,1869.0
4731,29,91,-181.81,16.52,1719.0
4732,29,92,-194.3,16.19,1684.0
4733,29,93,-241.75,18.59,1934.0
4734,29,94,-244.32,17.45,1815.0
4735,29,95,-269.85,17.99,1871.0
4736,29,96,-268.61,16.78,1746.0
4737,29,97,-290.14,17.06,1775.0
4738,29,98,-317.42,17.63,1834.0
4739,29,99,-334.5,17.6,1831.0
4740,29,100,-306.53,15.32,1594.0
4741,29,101,-394.75,18.79,1955.0
4742,29,102,-392.19,17.82,1854.0
4743,29,103,-408.02,17.74,1845.0
4744,29,104,-424.84,17.7,1841.0
4745,29,105,-454.56,18.18,1891.0
4746,29,106,-458.5,17.63,1834.0
4747,29,107,-430.96,15.96,1660.0
4748,29,108,-475.46,16.98,1766.0
4749,29,109,-512.51,17.67,1838.0
4750,29,110,-566.53,18.88,1964.0
4751,29,111,-572.3,18.46,1920.0
4752,29,112,-591.38,18.48,1922.0
4753,29,113,-618.43,18.74,1949.0
4754,29,114,-642.07,18.88,1964.0
4755,29,115,-652.21,18.63,1938.0
4756,29,116,-702.69,19.51,2030.0
4757,29,117,-678.45,18.33,1907.0
4758,29,118,-709.94,18.68,1943.0
4759,29,119,-719.25,18.44,1918.0
4760,29,120,-771.15,19.27,2005.0
4761,29,121,-757.71,18.48,1922.0
4762,29,122,-817.78,19.47,2025.0
4763,29,123,-761.59,17.71,1842.0
4764,29,124,-814.42,18.5,1925.0
4765,29,125,-830.76,18.46,1920.0
4766,29,126,-813.4,17.68,1839.0
4767,29,127,-896.61,19.07,1984.0
4768,29,128,-880.15,18.33,1907.0
4769,29,129,-921.57,18.8,1956.0
4770,29,130,-914.42,18.28,1902.0
4771,29,131,-954.77,18.72,1947.0
4772,29,132,-923.5,17.75,1847.0
4773,29,133,-964.19,18.19,1892.0
4774,29,134,-977.19,18.09,1882.0
4775,29,135,-1023.31,18.6,1935.0
4776,29,136,-1069.92,19.1,1987.0
4777,29,137,-1049.01,18.4,1914.0
4778,29,138,-1075.23,18.53,1928.0
4779,29,139,-1110.78,18.82,1958.0
4780,29,140,-1106.53,18.44,1918.0
4781,29,141,-1160.17,19.01,1978.0
4782,29,142,-1155.94,18.64,1939.0
4783,29,143,-1106.74,17.56,1827.0
4784,29,144,-1249.23,19.51,2030.0
4785,29,145,-1276.25,19.63,2042.0
4786,29,146,-1230.51,18.64,1939.0
4787,29,147,-1246.58,18.6,1935.0
4788,29,148,-1261.26,18.54,1929.0
4789,29,149,-1284.46,18.61,1936.0
4790,29,150,-1307.11,18.67,1942.0
4791,29,151,-1386.54,19.52,2031.0
4792,29,152,-1307.07,18.15,1888.0
4793,29,153,153.0,29.0,65300.0
4794,29,154,154.0,29.0,65300.0
4795,29,155,155.0,29.0,65300.0
4796,29,156,156.0,29.0,65300.0
4797,29,157,157.0,29.0,65300.0
4798,29,158,158.0,29.0,65300.0
4799,29,159,159.0,29.0,65300.0
4800,30,0,0.0,30.0,65300.0
4801,30,1,1.0,30.0,65300.0
4802,30,2,2.0,30.0,65300.0
4803,30,3,3.0,30.0,65300.0
4804,30,4,4.0,30.0,65300.0
4805,30,5,5.0,30.0,65300.0
4806,30,6,6.0,30.0,65300.0
4807,30,7,7.0,30.0,65300.0
4808,30,8,8.0,30.0,65300.0
4809,30,9,9.0,30.0,65300.0
4810,30,10,10.0,30.0,65300.0
4811,30,11,11.0,30.0,65300.0
4812,30,12,12.0,30.0,65300.0
4813,30,13,13.0,30.0,65300.0
4814,30,14,14.0,30.0,65300.0
4815,30,15,15.0,30.0,65300.0
4816,30,16,1149.53,0.0,1868.0
4817,30,17,1164.28,0.0,1922.0
4818,30,18,1207.21,0.0,2025.0
4819,30,19,1136.12,0.0,1937.0
4820,30,20,1111.73,0.0,1927.0
4821,30,21,1126.67,0.0,1986.0
4822,30,22,1026.71,0.0,1841.0
4823,30,23,1054.5,0.0,1924.0
4824,30,24,1013.92,0.0,1883.0
4825,30,25,882.64,0.0,1669.0
4826,30,26,909.69,0.0,1752.0
4827,30,27,1026.36,0.0,2014.0
4828,30,28,934.5,0.0,1869.0
4829,30,29,901.32,0.0,1838.0
4830,30,30,900.48,0.0,1873.0
4831,30,31,895.66,0.0,1901.0
4832,30,32,856.15,0.0,1855.0
4833,30,33,829.73,0.0,1836.0
4834,30,34,866.92,0.0,1960.0
4835,30,35,867.11,0.0,2004.0
4836,30,36,818.65,0.0,1935.0
4837,30,37,787.23,0.0,1904.0
4838,30,38,809.71,0.0,2005.0
4839,30,39,762.83,0.0,1935.0
4840,30,40,724.61,0.0,1884.0
4841,30,41,694.87,0.0,1853.0
4842,30,42,713.23,0.0,1952.0
4843,30,43,625.44,0.0,1758.0
4844,30,44,613.73,0.0,1773.0
4845,30,45,597.35,0.0,1775.0
4846,30,46,622.78,0.0,1905.0
4847,30,47,591.77,0.0,1865.0
4848,30,48,580.92,0.0,1888.0
4849,30,49,531.17,0.0,1782.0
4850,30,50,502.78,0.0,1743.0
4851,30,51,516.42,0.0,1852.0
4852,30,52,488.65,0.0,1815.0
4853,30,53,450.17,0.0,1734.0
4854,30,54,460.0,0.0,1840.0
4855,30,55,425.0,0.0,1768.0
4856,30,56,441.46,0.0,1913.0
4857,30,57,387.01,0.0,1750.0
4858,30,58,371.67,0.0,1757.0
4859,30,59,308.74,0.0,1529.0
4860,30,60,341.53,0.0,1776.0
4861,30,61,295.23,0.0,1616.0
4862,30,62,308.59,0.0,1783.0
4863,30,63,292.59,0.0,1790.0
4864,30,64,278.0,0.0,1807.0
4865,30,65,268.41,0.0,1861.0
4866,30,66,261.15,0.0,1940.0
4867,30,67,226.62,0.0,1813.0
4868,30,68,204.57,0.0,1773.0
4869,30,69,195.88,0.0,1852.0
4870,30,70,179.61,0.0,1868.0
4871,30,71,151.78,0.0,1754.0
4872,30,72,132.15,0.0,1718.0
4873,30,73,127.41,0.0,1893.0
4874,30,74,102.63,0.0,1779.0
4875,30,75,80.76,0.0,1680.0
4876,30,76,70.57,0.0,1835.0
4877,30,77,51.25,0.0,1777.0
4878,30,78,33.96,0.0,1766.0
4879,30,79,17.22,0.0,1791.0
4880,30,80,0.0,0.0,1703.0
4881,30,81,-17.63,0.0,1834.0
4882,30,82,-36.46,0.0,1896.0
4883,30,83,-48.86,0.0,1694.0
4884,30,84,-66.84,0.0,1738.0
4885,30,85,-82.5,0.0,1716.0
4886,30,86,-98.94,0.0,1715.0
4887,30,87,-111.46,0.0,1656.0
4888,30,88,-142.15,0.0,1848.0
4889,30,89,-163.55,0.0,1890.0
4890,30,90,-176.25,0.0,1833.0
4891,30,91,-195.03,0.0,1844.0
4892,30,92,-211.96,0.0,1837.0
4893,30,93,-242.37,0.0,1939.0
4894,30,94,-247.82,0.0,1841.0
4895,30,95,-279.37,0.0,1937.0
4896,30,96,-297.38,0.0,1933.0
4897,30,97,-291.94,0.0,1786.0
4898,30,98,-309.8,0.0,1790.0
4899,30,99,-331.95,0.0,1817.0
4900,30,100,-336.34,0.0,1749.0
4901,30,101,-369.11,0.0,1828.0
4902,30,102,-402.76,0.0,1904.0
4903,30,103,-399.62,0.0,1807.0
4904,30,104,-423.46,0.0,1835.0
4905,30,105,-446.15,0.0,1856.0
4906,30,106,-447.5,0.0,1790.0
4907,30,107,-429.14,0.0,1653.0
4908,30,108,-466.84,0.0,1734.0
4909,30,109,-553.23,0.0,1984.0
4910,30,110,-575.19,0.0,1994.0
4911,30,111,-568.73,0.0,1908.0
4912,30,112,-595.07,0.0,1934.0
4913,30,113,-617.79,0.0,1947.0
4914,30,114,-625.4,0.0,1913.0
4915,30,115,-633.02,0.0,1881.0
4916,30,116,-679.84,0.0,1964.0
4917,30,117,-693.03,0.0,1948.0
4918,30,118,-689.84,0.0,1888.0
4919,30,119,-687.75,0.0,1834.0
4920,30,120,-726.15,0.0,1888.0
4921,30,121,-762.83,0.0,1935.0
4922,30,122,-831.11,0.0,2058.0
4923,30,123,-765.73,0.0,1852.0
4924,30,124,-847.84,0.0,2004.0
4925,30,125,-875.76,0.0,2024.0
4926,30,126,-900.09,0.0,2035.0
4927,30,127,-896.16,0.0,1983.0
4928,30,128,-912.92,0.0,1978.0
4929,30,129,-882.47,0.0,1873.0
4930,30,130,-1006.25,0.0,2093.0
4931,30,131,-963.6,0.0,1965.0
4932,30,132,-990.0,0.0,1980.0
4933,30,133,-1003.94,0.0,1970.0
4934,30,134,-981.86,0.0,1891.0
4935,30,135,-1062.98,0.0,2010.0
4936,30,136,-1096.84,0.0,2037.0
4937,30,137,-1078.61,0.0,1968.0
4938,30,138,-1123.75,0.0,2015.0
4939,30,139,-1087.52,0.0,1917.0
4940,30,140,-1115.76,0.0,1934.0
4941,30,141,-1154.3,0.0,1968.0
4942,30,142,-1175.01,0.0,1971.0
4943,30,143,-1211.53,0.0,2000.0
4944,30,144,-1176.0,0.0,1911.0
4945,30,145,-1251.25,0.0,2002.0
4946,30,146,-1229.88,0.0,1938.0
4947,30,147,-1249.8,0.0,1940.0
4948,30,148,-1294.61,0.0,1980.0
4949,30,149,-1229.39,0.0,1853.0
4950,30,150,-1315.19,0.0,1954.0
4951,30,151,-1428.87,0.0,2093.0
4952,30,152,-1256.53,0.0,1815.0
4953,30,153,-1316.1,0.0,1875.0
4954,30,154,-1406.71,0.0,1977.0
4955,30,155,155.0,30.0,65300.0
4956,30,156,-1469.57,0.0,2011.0
4957,30,157,157.0,30.0,65300.0
4958,30,158,158.0,30.0,65300.0
4959,30,159,159.0,30.0,65300.0
4960,31,0,0.0,31.0,65300.0
4961,31,1,1.0,31.0,65300.0
4962,31,2,1378.5,-17.67,1838.0
4963,31,3,1336.39,-17.35,1805.0
4964,31,4,1272.26,-16.74,1741.0
4965,31,5,1358.65,-18.11,1884.0
4966,31,6,6.0,31.0,65300.0
4967,31,7,1359.62,-18.62,1937.0
4968,31,8,8.0,31.0,65300.0
4969,31,9,1127.12,-15.87,1651.0
4970,31,10,1095.09,-15.64,1627.0
4971,31,11,11.0,31.0,65300.0
4972,31,12,12.0,31.0,65300.0
4973,31,13,1177.0,-17.56,1827.0
4974,31,14,1109.94,-16.81,1749.0
4975,31,15,1130.62,-17.39,1809.0
4976,31,16,1091.07,-17.04,1773.0
4977,31,17,1105.52,-17.54,1825.0
4978,31,18,1087.98,-17.54,1825.0
4979,31,19,1146.68,-18.79,1955.0
4980,31,20,1068.46,-17.8,1852.0
4981,31,21,1034.2,-17.52,1823.0
4982,31,22,971.5,-16.75,1742.0
4983,31,23,1018.32,-17.86,1858.0
4984,31,24,1084.46,-19.36,2014.0
4985,31,25,941.34,-17.11,1780.0
4986,31,26,858.28,-15.89,1653.0
4987,31,27,923.93,-17.43,1813.0
4988,31,28,909.0,-17.48,1818.0
4989,31,29,961.15,-18.84,1960.0
4990,31,30,939.42,-18.78,1954.0
4991,31,31,874.93,-17.85,1857.0
4992,31,32,923.07,-19.23,2000.0
4993,31,33,900.68,-19.16,1993.0
4994,31,34,893.46,-19.42,2020.0
4995,31,35,871.44,-19.36,2014.0
4996,31,36,808.5,-18.37,1911.0
4997,31,37,827.75,-19.25,2002.0
4998,31,38,767.3,-18.26,1900.0
4999,31,39,762.44,-18.59,1934.0
5000,31,40,782.3,-19.55,2034.0
5001,31,41,726.75,-18.63,1938.0
5002,31,42,696.42,-18.32,1906.0
5003,31,43,617.25,-16.68,1735.0
5004,31,44,629.65,-17.49,1819.0
5005,31,45,610.81,-17.45,1815.0
5006,31,46,619.51,-18.22,1895.0
5007,31,47,565.12,-17.12,1781.0
5008,31,48,544.3,-17.0,1769.0
5009,31,49,481.39,-15.52,1615.0
5010,31,50,569.42,-18.98,1974.0
5011,31,51,496.06,-17.1,1779.0
5012,31,52,511.26,-18.25,1899.0
5013,31,53,447.57,-16.57,1724.0
5014,31,54,451.75,-17.37,1807.0
